District IRN,District Name,County,Region,Address,"City, State, Zip",Phone,Superintendent,Enrollment 2016-2017,Letter Grade of Achievement Component,Letter Grade of Percent Standards,Gifted Indicator Met/Not Met Status,Percent of Standards Met,Letter Grade of Performance Index,Performance Index Percent,Letter Grade of AMO,AMO Points,Letter Grade of K3 Literacy,K3 Literacy Percent,Letter Grade of Progress Component,Letter Grade of Overall Value Added,Overall Value Added Gain Index,Letter Grade of Gifted Value Added,Gifted Value Added Gain Index,Letter Grade of Students with Disabilities Value Added,Students with Disabilities Value Added Gain Index,Letter Grade of Lowest 20% Value Added,Lowest 20% Value Added Gain Index,Letter Grade of High Mobility Value Added,High Mobility Value Added Gain Index,Letter Grade of Grad Rate Component,Letter Grade of 4Year Grad Rate 2016,4 Year Grad Rate 2016,Letter Grade of 5 Year Grad Rate 2015,5 Year Grad Rate 2015,Letter Grade of Prepared for Success Component,Percent of Prepared for Success Component,Attendance Rate 2016-2017,Attendance Rate 2015-2016,Attendance Rate 2014-2015,Chronic Absenteeism Percent 2016-2017,Watermark
047993,Lakewood Local,Licking,Region 11,PO Box 70,"Hebron, OH, 43025-0070",(740) 928-5878,Mary K. Andrews,1867,D,F,Not Met,4.0,D,68.3,F,30.3,C,46.4,D,F,-2.9,C,0.9,C,-0.8,C,0.9,NR,NC,B,B,91.4,A,96.9,D,37.2,94.5,94.8,95.0,13.3,
048009,Licking Heights Local,Licking,Region 11,6539 Summit Rd SW,"Pataskala, OH, 43062-8767",(740) 927-6926,Philip H. Wagner,4143,D,F,Not Met,16.7,C,71.3,F,38.9,C,34.7,F,F,-16.6,F,-3.0,F,-6.2,F,-3.2,NR,NC,A,A,95.0,A,95.9,D,32.9,94.3,94.6,94.5,14.3,
048017,Licking Valley Local,Licking,Region 11,1379 Licking Valley Rd,"Newark, OH, 43055-9450",(740) 763-3525,David L. Hile,1965,D,F,Not Met,8.3,C,70.7,F,30.4,NR,NC,D,F,-4.3,F,-3.6,B,1.4,B,1.4,NR,NC,A,A,94.3,A,95.3,D,39.1,94.6,94.8,93.9,11.7,
048025,North Fork Local,Licking,Region 11,PO Box 497,"Utica, OH, 43080-0497",(740) 892-3666,Scott L. Hartley,1564,D,F,Not Met,0.0,D,67.8,F,49.2,D,22.9,F,F,-7.1,F,-2.9,F,-3.6,F,-2.6,NR,NC,A,A,94.3,B,94.2,D,33.9,94.5,93.8,94.4,13.4,
048033,Northridge Local,Licking,Region 11,6066 Johnstown Utica Rd,"Johnstown, OH, 43031-9408",(740) 967-6631,Scott A. Schmidt,1158,D,F,Not Met,20.8,C,74.6,F,59.2,D,18.6,B,A,10.7,C,0.7,C,1.0,A,3.1,NR,NC,A,A,97.2,A,97.7,C,47.6,94.7,94.9,94.7,12.0,
048041,Southwest Licking Local,Licking,Region 11,927-A South Street,"Pataskala, OH, 43062",(740) 927-3941,Robert T. Jennell,3884,C,F,Not Met,37.5,C,77.6,D,64.6,B,52.4,A,A,19.9,A,6.3,A,5.9,A,8.2,NR,NC,B,B,89.8,B,92.2,D,36.7,93.9,94.4,93.9,15.6,
048074,Benjamin Logan Local,Logan,Region 6,4740 County Road 26,"Bellefontaine, OH, 43311-9532",(937) 593-9211,David L. Harmon,1680,D,F,Not Met,4.2,C,75.4,F,55.1,C,40.0,B,A,11.5,A,5.5,C,-0.6,A,2.7,NR,NC,A,A,97.8,A,97.7,D,41.2,96.2,95.7,96.0,4.7,
048082,Indian Lake Local,Logan,Region 6,6210 State Route 235 N,"Lewistown, OH, 43333-9704",(937) 686-8601,Robert J. Underwood,1545,D,F,Not Met,20.8,C,73.3,D,60.1,C,46.4,B,A,3.9,A,2.1,F,-2.6,A,2.4,NR,NC,A,A,99.3,A,97.8,D,41.5,95.5,95.5,95.7,8.4,
048090,Riverside Local,Logan,Region 6,2096 County Road 24 S,"De Graff, OH, 43318-9406",(937) 585-5981,Scott M. Mann,610,D,F,Not Met,8.0,D,68.9,D,60.0,C,42.4,B,C,0.3,C,0.7,A,2.5,A,2.3,NR,NC,B,B,89.8,A,100.0,F,21.2,95.8,96.1,95.3,9.1,
048116,Avon Local,Lorain,Region 2,36600 Detroit Rd,"Avon, OH, 44011-1507",(440) 937-4680,Michael K. Laub Jr,4208,B,A,Not Met,91.7,B,87.1,C,73.5,D,20.5,B,A,11.1,A,7.8,F,-2.6,B,1.4,NR,NC,A,A,98.0,A,98.9,B,70.8,95.9,96.2,96.0,5.3,
048124,Avon Lake City,Lorain,Region 2,175 Avon Belden Rd,"Avon Lake, OH, 44012-1600",(440) 933-6210,Robert D. Scott,3743,B,B,Not Met,83.3,B,86.7,B,87.4,B,54.5,D,F,-2.7,B,1.5,F,-3.4,D,-1.7,NR,NC,A,A,96.7,A,96.8,B,73.6,95.6,95.9,97.1,7.6,
048132,Clearview Local,Lorain,Region 2,4700 Broadway,"Lorain, OH, 44052-5542",(440) 233-5412,Jerome M. Davis,1583,D,F,Not Met,4.2,D,67.4,F,47.8,C,32.8,C,C,-0.3,D,-2.0,F,-4.1,C,-0.6,NR,NC,B,B,89.9,A,95.1,F,14.6,93.7,94.1,94.1,14.6,
048140,Columbia Local,Lorain,Region 2,25796 Royalton Rd,"Columbia Station, OH, 44028-9441",(440) 236-5008,Graig P. Bansek,828,C,F,Not Met,33.3,C,76.6,C,79.3,B,55.8,D,F,-3.1,D,-1.1,C,0.0,C,-0.4,NR,NC,A,A,100.0,A,96.6,D,35.8,95.0,95.0,95.0,9.8,
048157,Firelands Local,Lorain,Region 2,112 N Lake St,"South Amherst, OH, 44001-2824",(440) 965-5821,Michael J. Von Gunten,1600,C,F,Not Met,33.3,C,76.2,B,83.4,B,72.1,B,A,4.5,A,4.5,C,0.5,C,0.9,NR,NC,A,A,93.5,A,96.4,D,37.0,95.0,95.3,95.2,11.1,
048165,Keystone Local,Lorain,Region 2,PO Box 65,"Lagrange, OH, 44050-0065",(440) 355-2424,Franco Gallo,1490,C,F,Not Met,41.7,C,78.3,C,77.7,B,52.5,B,A,3.9,D,-1.9,B,1.0,B,1.0,NR,NC,A,A,97.8,A,96.7,D,33.0,95.0,95.1,95.0,9.9,
048173,Midview Local,Lorain,Region 2,13050 Durkee Rd,"Grafton, OH, 44044-1122",(440) 748-5353,Bruce R. Willingham,2972,C,F,Not Met,29.2,C,76.4,C,73.3,C,33.7,C,C,-0.3,F,-2.8,D,-1.3,A,3.1,NR,NC,A,A,93.2,A,96.9,D,36.5,94.7,95.2,95.3,12.2,
048207,Anthony Wayne Local,Lucas,Region 1,PO Box 2487,"Whitehouse, OH, 43571-0487",(419) 877-5377,James A. Fritz,3895,B,C,Not Met,75.0,B,85.1,D,69.8,NR,NC,B,A,17.3,A,8.9,A,4.0,C,0.9,NR,NC,A,A,94.6,A,97.1,C,48.7,95.6,96.2,96.0,6.0,
048215,Ottawa Hills Local,Lucas,Region 1,3600 Indian Rd,"Toledo, OH, 43606-2425",(419) 536-6371,Kevin S. Miller,907,A,A,Not Met,91.3,A,90.1,A,100.0,NR,NC,A,A,7.9,A,6.9,NR,NC,NR,NC,NR,NC,A,A,100.0,A,100.0,A,95.4,96.8,96.9,96.6,2.0,
048223,Springfield Local,Lucas,Region 1,6900 Hall St,"Holland, OH, 43528-9485",(419) 867-5600,Matthew K. Geha,3663,D,F,Not Met,12.5,C,74.0,D,61.0,D,21.7,A,A,8.9,A,4.0,A,2.3,A,4.3,NR,NC,B,B,92.1,B,94.9,D,39.6,94.8,94.7,95.0,13.0,
048231,Washington Local,Lucas,Region 1,3505 W Lincolnshire Blvd,"Toledo, OH, 43606-1231",(419) 473-8220,Susan M. Hayward,7017,D,F,Not Met,0.0,D,69.5,F,37.7,B,50.4,D,F,-2.8,C,-0.4,F,-4.1,C,-0.7,NR,NC,C,C,87.6,C,89.1,D,29.2,94.3,94.7,94.8,13.3,
048256,Jefferson Local,Madison,Region 11,906 W Main St,"West Jefferson, OH, 43162-1144",(614) 879-7654,William R. Mullett,1176,D,F,Not Met,12.5,C,73.7,C,74.6,C,44.7,D,F,-4.6,C,-0.4,C,0.2,D,-1.2,NR,NC,A,A,97.7,A,96.7,D,41.7,94.2,95.3,95.2,13.3,
048264,Jonathan Alder Local,Madison,Region 11,9200 US Route 42 S,"Plain City, OH, 43064",(614) 873-5621,Gary L. Chapman,2105,C,F,Not Met,37.5,C,79.8,C,72.0,C,35.3,B,A,2.2,A,5.8,D,-2.0,F,-2.2,NR,NC,A,A,96.8,A,99.3,C,52.7,94.9,95.5,95.5,9.6,
048272,Madison-Plains Local,Madison,Region 11,55 Linson Rd,"London, OH, 43140-9751",(740) 852-0290,Timothy Dettwiller,1173,D,F,Not Met,8.0,C,73.1,F,41.2,B,61.9,B,A,2.7,B,1.2,C,-0.3,C,0.4,NR,NC,B,B,89.0,A,95.8,D,27.9,94.2,94.1,94.0,12.9,
048298,Austintown Local Schools,Mahoning,Region 5,700 S Raccoon Rd,"Youngstown, OH, 44515-3536",(330) 797-3900,Vincent S. Colaluca,4816,D,F,Not Met,8.0,C,73.5,C,73.6,C,33.4,A,A,16.1,A,8.5,A,3.8,A,5.5,NR,NC,B,B,92.5,B,92.0,D,34.2,93.6,94.3,94.2,17.7,
048306,Boardman Local,Mahoning,Region 5,7410 Market St,"Youngstown, OH, 44512-5612",(330) 726-3404,Timothy L. Saxton,4123,C,F,Not Met,41.7,B,80.0,C,79.9,C,37.9,F,F,-7.5,F,-2.2,F,-9.5,F,-3.6,NR,NC,A,A,96.4,A,95.9,D,42.4,95.4,95.6,95.7,8.9,
048314,Canfield Local,Mahoning,Region 5,100 Wadsworth St,"Canfield, OH, 44406-1451",(330) 533-3303,Alex G. Geordan,2655,B,C,Not Met,79.2,B,86.6,B,87.0,B,53.8,B,A,10.7,A,3.8,C,0.5,C,-0.4,NR,NC,A,A,97.6,A,98.3,C,66.1,95.2,95.5,95.3,8.8,
048322,Jackson-Milton Local,Mahoning,Region 5,13910 Mahoning Ave,"North Jackson, OH, 44451-9616",(330) 538-3232,Kirk W. Baker,702,C,F,Not Met,20.8,C,77.5,C,79.3,NR,NC,C,C,0.8,NR,NC,D,-1.8,C,0.4,NR,NC,A,A,100.0,B,94.9,D,40.0,94.5,94.8,95.0,12.5,
048330,Lowellville Local,Mahoning,Region 5,52 Rocket Place,"Lowellville, OH, 44436",(330) 536-6318,Eugene M. Thomas,537,C,F,Not Met,41.7,C,76.1,C,71.5,NR,NC,B,A,4.2,NR,NC,D,-1.1,C,0.8,NR,NC,A,A,100.0,A,96.1,D,38.5,93.7,93.9,94.4,17.9,
048348,Poland Local,Mahoning,Region 5,3199 Dobbins Rd,"Poland, OH, 44514-2327",(330) 757-7000,David R. Janofa,1901,B,C,Not Met,79.2,B,83.8,B,82.4,NR,NC,B,A,7.1,A,3.6,C,-0.7,C,-0.8,NR,NC,A,A,98.4,A,97.4,C,58.5,95.3,95.2,95.2,9.6,
048355,Sebring Local,Mahoning,Region 5,510 N 14th St,"Sebring, OH, 44672-1400",(330) 938-6165,Antoinette C. Viscounte,504,D,F,Not Met,0.0,D,63.9,F,51.5,C,25.3,D,F,-4.2,NR,NC,B,1.1,C,0.0,NR,NC,C,C,87.5,B,90.2,F,22.1,93.9,94.1,93.9,16.8,
048363,South Range Local,Mahoning,Region 5,11300 Columbiana Canfield Rd Ste B,"Canfield, OH, 44406-8485",(330) 549-5226,Dennis J. Dunham,1286,C,D,Not Met,62.5,B,82.8,B,85.6,C,41.2,D,F,-6.7,C,-0.2,F,-4.2,D,-1.6,NR,NC,A,A,95.6,A,98.1,C,58.5,96.5,95.8,95.8,4.2,
048371,Springfield Local,Mahoning,Region 5,PO Box 549,"New Middletown, OH, 44442-0549",(330) 542-2929,Thomas Yazvac,1049,C,F,Not Met,41.7,B,80.9,B,83.3,F,-30.8,D,F,-6.9,NR,NC,C,-0.6,NR,NC,NR,NC,A,A,98.7,A,95.8,D,36.3,95.3,95.6,95.2,7.2,
048389,West Branch Local,Mahoning,Region 5,14277 S Main St,"Beloit, OH, 44609-9504",(330) 938-9324,Timothy E. Saxton,2095,C,F,Not Met,25.0,C,76.8,C,79.3,B,68.8,A,A,14.6,A,4.1,A,3.9,A,5.1,NR,NC,A,A,94.0,A,97.3,D,40.5,95.2,95.1,95.0,8.3,
048397,Western Reserve Local,Mahoning,Region 5,13850 W Akron Canfield Rd,"Berlin Center, OH, 44401-9752",(330) 547-4100,Douglas E. Mcglynn,674,C,F,Not Met,37.5,B,80.1,B,89.5,B,63.2,B,A,5.4,B,1.9,C,-0.1,C,0.9,NR,NC,A,A,95.2,B,94.8,C,68.8,95.1,95.4,95.8,10.0,
048413,Elgin Local,Marion,Region 7,1239 Keener Rd S,"Marion, OH, 43302-1110",(740) 382-1101,Bruce M. Gast,1010,D,F,Not Met,8.3,D,68.5,F,52.2,C,30.1,B,A,4.6,B,1.4,D,-2.0,B,1.1,NR,NC,A,A,95.6,B,93.5,D,29.8,93.8,94.3,94.7,16.4,
048421,Pleasant Local,Marion,Region 7,1107 Owens Rd W,"Marion, OH, 43302-8421",(740) 389-4476,Jennifer L. Adams,1278,C,F,Not Met,25.0,C,76.1,C,75.6,C,38.8,A,A,4.2,NR,NC,B,1.2,A,2.2,NR,NC,A,A,100.0,A,100.0,C,56.0,95.0,95.6,95.4,11.9,
048439,Ridgedale Local,Marion,Region 7,3103 Hillman Ford Rd,"Morral, OH, 43337-9302",(740) 382-6065,Robert A. Britton,712,D,F,Not Met,4.2,D,64.7,F,35.7,D,1.5,C,C,0.8,F,-2.0,C,0.1,B,1.3,NR,NC,B,B,90.7,A,98.4,D,27.4,93.3,94.1,94.3,19.7,
048447,River Valley Local,Marion,Region 7,197 Brockelsby Road,"Caledonia, OH, 43314",(740) 725-5401,James P. Peterson,1954,D,F,Not Met,12.5,C,74.8,C,75.5,F,-7.9,B,A,5.4,C,0.9,C,0.9,A,4.8,NR,NC,A,A,97.1,A,97.8,D,28.5,95.2,95.3,95.6,8.7,
048462,Black River Local,Medina,Region 7,257A County Road 40,"Sullivan, OH, 44880-9731",(419) 736-3300,Chris A. Clark,1160,D,F,Not Met,8.3,C,72.4,F,47.1,C,36.4,F,F,-9.6,F,-2.1,F,-3.2,F,-2.6,NR,NC,B,B,90.2,B,94.8,C,45.9,94.4,95.0,95.1,10.9,
048470,Buckeye Local,Medina,Region 8,3044 Columbia Rd,"Medina, OH, 44256-9411",(330) 722-8257,Kent J. Morgan,2213,C,F,Not Met,33.3,C,78.2,D,66.8,C,37.6,D,F,-7.4,C,0.2,F,-2.2,C,-0.8,NR,NC,A,A,94.8,B,92.5,C,53.4,95.9,96.1,95.9,5.5,
048488,Cloverleaf Local,Medina,Region 8,8525 Friendsville Rd,"Lodi, OH, 44254-9706",(330) 948-2500,Daryl G. Kubilus Jr,2301,C,F,Not Met,25.0,C,78.2,D,64.0,C,32.1,F,F,-12.0,F,-3.4,F,-3.6,F,-2.9,NR,NC,C,C,86.3,B,93.5,D,42.8,95.2,95.7,95.0,9.1,
048496,Highland Local,Medina,Region 8,3880 Ridge Rd,"Medina, OH, 44256-7920",(330) 239-1901,Catherine L. Aukerman,3132,B,C,Not Met,79.2,B,85.2,C,78.1,NR,NC,A,A,17.2,A,10.1,A,4.6,A,3.1,NR,NC,A,A,97.7,A,98.2,B,78.7,95.9,96.3,96.3,6.5,
048512,Eastern Local,Meigs,Region 16,50008 State Route 681,"Reedsville, OH, 45772-9022",(740) 667-6079,Steven P. Ohlinger,807,D,F,Not Met,8.3,C,71.5,D,63.3,A,80.6,D,F,-6.0,D,-1.4,F,-3.7,F,-2.3,NR,NC,A,A,97.3,A,98.1,F,24.9,92.9,94.3,94.0,24.2,
048520,Meigs Local,Meigs,Region 16,41765 Pomeroy Pike,"Pomeroy, OH, 45769-9411",(740) 992-2153,Scot F. Gheen,1731,D,F,Not Met,0.0,D,62.2,F,3.1,D,1.4,B,B,1.4,C,0.6,C,-0.8,C,-0.4,NR,NC,D,D,80.0,C,86.4,F,19.2,92.7,93.3,93.2,22.8,
048538,Southern Local,Meigs,Region 16,920 Elm St,"Racine, OH, 45771-8902",(740) 949-2661,Anthony W. Deem,778,D,F,Not Met,16.7,C,71.7,F,1.1,C,39.1,B,C,-0.3,D,-1.4,A,6.0,C,1.0,NR,NC,C,D,83.6,B,93.0,F,24.6,93.4,94.2,94.4,19.3,
048553,Marion Local,Mercer,Region 6,7956 State Route 119,"Maria Stein, OH, 45860-9710",(419) 925-4294,Michael L. Pohlman,816,B,A,Not Met,91.7,B,89.2,B,86.9,C,35.0,A,A,16.4,A,7.4,B,2.0,NR,NC,NR,NC,A,A,98.4,A,100.0,C,55.4,97.7,97.4,97.4,1.0,
048579,Parkway Local,Mercer,Region 6,400 Buckeye St,"Rockford, OH, 45882-9267",(419) 363-3045,Jean M. Osterfeld,1065,C,F,Not Met,33.3,C,78.7,C,71.9,B,65.2,D,F,-5.1,D,-1.2,F,-4.3,D,-1.6,NR,NC,A,B,92.4,A,96.5,D,36.8,96.1,96.2,96.5,5.2,
048587,St Henry Consolidated Local,Mercer,Region 6,391 E Columbus St,"Saint Henry, OH, 45883-9574",(419) 678-4834,Julie A. Garke,974,B,B,Not Met,83.3,B,88.3,B,85.8,C,31.0,B,A,3.5,C,0.4,C,-0.5,D,-2.0,NR,NC,A,A,100.0,A,98.8,C,55.0,97.7,97.5,97.6,1.4,
048595,Fort Recovery Local,Mercer,Region 6,PO Box 604,"Fort Recovery, OH, 45846-0604",(419) 375-4139,Justin M. Firks,946,C,F,Not Met,45.8,B,81.0,B,85.6,B,69.8,C,D,-1.2,C,0.9,C,0.0,C,0.7,NR,NC,A,A,93.5,A,100.0,C,48.6,96.9,97.2,97.1,1.8,
048611,Bethel Local,Miami,Region 10,7490 State Route 201,"Tipp City, OH, 45371-7316",(937) 845-9414,Virginia D. Potter,1235,C,F,Not Met,29.2,C,77.0,B,81.8,C,28.6,D,F,-11.8,F,-3.4,F,-2.4,D,-1.6,NR,NC,A,A,94.7,B,94.8,D,43.5,95.7,95.8,96.0,6.9,
048629,Miami East Local,Miami,Region 10,3825 N State Route 589,"Casstown, OH, 45312-9707",(937) 335-7505,Todd A. Rappold,1300,C,D,Not Met,58.3,B,82.0,B,86.9,C,27.5,A,A,16.6,A,7.9,A,2.1,A,4.4,NR,NC,A,A,98.9,A,98.1,C,53.4,96.1,96.2,96.3,4.6,
048637,Newton Local,Miami,Region 10,PO Box 803,"Pleasant Hill, OH, 45359-0803",(937) 676-2002,Pat L. McBride,550,C,F,Not Met,45.8,B,82.7,D,68.3,C,44.4,D,F,-3.4,B,1.1,D,-1.3,C,0.0,NR,NC,A,A,93.3,A,97.8,C,46.8,95.9,95.8,96.1,4.4,
048652,Switzerland of Ohio Local,Monroe,Region 12,304 Mill St,"Woodsfield, OH, 43793-1256",(740) 472-5801,Jeffrey S. Greenley,2172,D,F,Not Met,0.0,D,60.0,F,9.3,C,34.0,F,F,-10.4,F,-4.2,F,-5.8,F,-3.1,NR,NC,C,D,82.2,B,90.5,D,32.4,93.6,94.3,94.4,17.5,
048678,Brookville Local,Montgomery,Region 10,75 June Pl,"Brookville, OH, 45309-1621",(937) 833-2181,Timothy L. Hopkins,1412,C,D,Not Met,58.3,B,82.2,B,83.9,C,45.7,A,A,15.6,A,2.7,A,5.0,A,3.7,NR,NC,A,A,94.4,A,98.4,C,61.0,96.1,96.5,96.5,5.5,
048686,Jefferson Township Local,Montgomery,Region 10,2625 S Union Rd,"Dayton, OH, 45417-5535",(937) 835-5682,Richard Gates,421,F,F,Not Met,0.0,D,52.4,F,33.3,B,66.7,D,F,-8.1,NR,NC,C,-0.5,D,-1.2,NR,NC,D,D,82.4,C,86.7,F,6.1,92.3,93.2,93.1,27.8,
048694,Trotwood-Madison City,Montgomery,Region 10,3594 N Snyder Rd,"Trotwood, OH, 45426-3835",(937) 854-3050,Kevin A. Bell,2587,F,F,Not Met,0.0,F,45.9,F,11.9,C,36.3,F,F,-27.6,F,-4.9,F,-10.7,F,-16.2,NR,NC,D,D,79.3,D,84.4,F,13.8,93.5,94.4,93.5,18.7,
048702,Mad River Local,Montgomery,Region 10,801 Old Harshman Rd,"Dayton, OH, 45431-1238",(937) 259-6606,Chad M. Wyen,3969,D,F,Not Met,8.3,D,65.5,F,16.7,C,42.1,F,F,-16.3,F,-4.4,F,-4.4,F,-4.4,NR,NC,D,D,81.3,C,87.0,F,18.3,94.6,95.2,94.3,13.0,
048710,New Lebanon Local,Montgomery,Region 10,320 S Fuls Rd,"New Lebanon, OH, 45345",(937) 687-1301,Greg A. Williams,1148,D,F,Not Met,4.3,C,70.1,F,46.5,B,51.8,B,A,2.8,B,2.0,F,-2.8,C,-0.2,NR,NC,C,C,87.5,B,91.7,D,29.0,94.0,94.4,95.0,18.1,
048728,Northmont City,Montgomery,Region 10,4001 Old Salem Rd,"Englewood, OH, 45322-2681",(937) 832-5000,Anthony R. Thomas,4985,C,F,Not Met,29.2,C,77.2,D,67.5,C,31.5,A,A,10.5,A,6.0,A,5.2,A,6.6,NR,NC,A,A,96.6,A,97.6,D,44.6,95.7,95.7,95.6,8.8,
048736,Northridge Local,Montgomery,Region 10,2008 Timber Ln,"Dayton, OH, 45414-4528",(937) 278-5885,David A. Jackson,1594,D,F,Not Met,0.0,D,56.3,F,40.6,C,25.0,D,F,-3.7,D,-1.7,D,-1.9,D,-1.9,NR,NC,C,C,87.9,F,78.7,F,17.2,90.9,91.2,91.0,30.2,
048744,Valley View Local,Montgomery,Region 10,59 Peffley St,"Germantown, OH, 45327-1021",(937) 855-6581,Richard S. Earley,1816,C,F,Not Met,29.2,C,76.7,F,56.7,C,41.4,A,A,12.0,A,4.9,B,1.6,A,3.4,NR,NC,A,A,95.5,A,96.1,D,36.0,95.0,94.4,94.4,10.8,
048751,Huber Heights City,Montgomery,Region 10,5954 Longford Rd,"Huber Heights, OH, 45424-2943",(937) 237-6300,Susan M. Gunnell,5648,D,F,Not Met,4.2,D,65.4,F,40.6,C,36.1,D,F,-11.5,C,0.8,C,-0.6,C,0.1,NR,NC,C,C,87.1,C,88.2,F,23.0,94.3,94.4,94.1,14.7,
048777,Morgan Local,Morgan,Region 12,PO Box 509,"Mc Connelsville, OH, 43756-0509",(740) 962-2782,Lori A. Snyder-Lowe,1902,D,F,Not Met,12.5,C,71.5,F,55.5,A,82.7,C,C,-0.7,B,1.5,C,-0.9,D,-1.3,NR,NC,B,B,90.3,C,89.1,F,22.3,94.1,94.8,94.7,14.4,
048793,Cardington-Lincoln Local,Morrow,Region 7,121 Nichols St,"Cardington, OH, 43315-1121",(419) 864-3691,Christopher B. Petrie,1060,D,F,Not Met,12.5,C,70.5,F,37.0,C,46.7,B,A,5.8,B,1.4,B,1.2,C,0.9,NR,NC,C,C,85.3,B,93.6,D,28.2,95.1,94.9,94.9,11.9,
048801,Highland Local,Morrow,Region 7,6506 State Route 229,"Marengo, OH, 43334-0098",(419) 768-2206,Daniel W. Freund,1845,D,F,Not Met,16.7,C,72.7,F,57.7,C,45.2,D,F,-6.2,C,0.3,F,-2.1,F,-2.5,NR,NC,A,B,91.7,A,98.1,D,33.5,95.8,95.2,95.2,5.5,
048819,Northmor Local,Morrow,Region 7,5247 County Road 29,"Galion, OH, 44833-9742",(419) 946-8861,Chad A. Redmon,1025,D,F,Not Met,16.0,C,73.1,C,71.6,D,19.2,B,A,2.1,A,2.4,C,-0.3,A,3.9,NR,NC,A,A,94.2,B,94.8,D,32.5,95.5,95.1,95.0,7.9,
048835,East Muskingum Local,Muskingum,Region 12,13505 John Glenn School Rd,"New Concord, OH, 43762-9702",(740) 826-7655,Jill R. Sheridan,2061,C,F,Not Met,25.0,C,77.0,D,61.6,C,46.0,F,F,-7.9,F,-3.3,F,-6.3,F,-2.4,NR,NC,A,A,94.1,A,96.7,D,40.6,95.0,95.3,95.2,10.1,
048843,Franklin Local,Muskingum,Region 12,PO Box 428,"Duncan Falls, OH, 43734-0428",(740) 674-5203,Sharon A. McDermott,1907,D,F,Not Met,16.7,C,73.8,D,62.2,C,32.5,D,F,-7.3,F,-2.1,A,3.6,B,1.1,NR,NC,A,A,98.0,A,95.8,D,35.4,94.5,94.9,94.3,12.0,
048850,Maysville Local,Muskingum,Region 12,3715 Panther Dr,"Zanesville, OH, 43701-7086",(740) 453-0754,Ruth E. Zitnik,2322,D,F,Not Met,8.3,C,71.9,D,68.8,C,33.7,A,A,13.0,A,2.4,A,5.5,A,8.4,NR,NC,A,A,97.1,A,97.4,D,33.0,94.5,94.5,94.6,11.7,
048876,Tri-Valley Local,Muskingum,Region 12,36 E Muskingum Ave,"Dresden, OH, 43821-9701",(740) 754-1442,Mark K. Neal,3027,C,F,Not Met,29.2,C,76.3,F,51.2,C,37.7,D,F,-11.0,F,-2.9,F,-4.1,C,-1.0,NR,NC,B,A,93.3,B,92.5,D,41.8,95.5,95.4,95.3,7.9,
048884,West Muskingum Local,Muskingum,Region 12,4880 West Pike,"Zanesville, OH, 43701-9390",(740) 455-4052,Chad J. Shawger,1457,D,F,Not Met,12.5,C,71.2,F,45.6,NR,NC,B,A,4.0,A,4.3,B,1.3,C,0.9,NR,NC,A,A,97.5,A,95.9,D,39.6,93.7,95.0,93.9,16.5,
048900,Noble Local,Noble,Region 12,20977 Zep Rd E,"Sarahsville, OH, 43779-9702",(740) 732-2084,Daniel C. Leffingwell,854,D,F,Not Met,4.2,D,68.9,F,8.8,C,37.3,B,A,5.9,C,0.4,D,-1.1,A,3.2,NR,NC,C,D,82.9,B,92.3,D,35.1,93.9,94.8,94.4,14.7,
048926,Benton Carroll Salem Local,Ottawa,Region 1,11685 W State Route 163,"Oak Harbor, OH, 43449-1278",(419) 898-6210,Guy L. Parmigian,1437,C,D,Not Met,62.5,B,83.2,B,87.3,B,54.3,A,A,12.8,A,3.8,B,1.1,B,1.7,NR,NC,A,A,96.3,A,96.1,D,34.1,96.7,96.1,96.4,4.1,
048934,Danbury Local,Ottawa,Region 1,9451 E Harbor Rd,"Lakeside Marblehead, OH, 43440-1310",(419) 798-5185,Daniel P. Parent,524,C,F,Not Met,37.5,C,78.5,B,80.5,C,48.5,A,A,5.8,NR,NC,B,1.6,B,1.6,NR,NC,A,A,93.8,A,100.0,C,48.0,94.7,95.5,95.5,12.7,
048942,Genoa Area Local,Ottawa,Region 1,2810 N Genoa Clay Center Rd,"Genoa, OH, 43430-9730",(419) 855-7741,Michael G. Ferguson,1287,C,F,Not Met,37.5,C,78.7,B,83.5,C,42.6,B,A,10.3,C,-0.6,B,1.0,B,1.6,NR,NC,A,A,97.6,A,96.4,D,38.6,95.0,95.2,95.3,10.9,
048975,Put-In-Bay Local,Ottawa,Region 1,PO Box 659,"Put In Bay, OH, 43456-0659",(419) 285-3614,Steven J. Poe,75,C,F,Not Met,0.0,C,79.1,F,50.0,D,0.0,C,C,-0.5,NR,NC,NR,NC,NR,NC,NR,NC,NR,NR,NC,NR,NC,NR,NC,95.7,95.7,95.5,5.9,
048991,Antwerp Local,Paulding,Region 1,303 S. Harrmann Rd,"Antwerp, OH, 45813",(419) 258-5421,Martin A. Miller,733,C,D,Not Met,54.2,B,81.2,B,87.2,C,40.7,B,A,7.1,B,1.4,C,-0.6,B,1.5,NR,NC,A,A,98.0,A,98.1,D,43.3,96.4,96.1,95.7,4.0,
049031,Wayne Trace Local,Paulding,Region 1,4915 US Route 127,"Haviland, OH, 45851-9738",(419) 263-2415,Benjamin A. Winans,878,C,D,Not Met,50.0,B,80.6,B,87.2,D,21.4,B,A,6.0,C,-0.3,C,0.4,B,1.6,NR,NC,A,A,94.4,A,98.7,D,36.5,95.9,95.5,95.7,6.5,
